mediaid;mediatype;title;description;duration;language;thumbnailurl;playurl;downloadurl;keywords;tags;imageurl;presentationdate;releasedate;lastmodified 
111;audio;John Wilmerding Symposium on American Art and Community Celebration 2021: Session I: An Evening Celebration of Alma Thomas; <p>Virtual introduction by former First Lady Michelle Obama; poetry reading and discussion with Ross Gay; and virtual exhibition tour with Seth Feman and Jonathan Frederick Walz.<br> 
78025867;audio;Music to Honor the Chester Dale Collection; <p>Program: Music by GershwinWILLCHANGE MilhaudWILLCHANGE PorterWILLCHANGE StravinskyWILLCHANGE and other composers. To honor <i>From Impressionism to Modernism: The Chester Dale Collection</i>WILLCHANGE violinist Bruno Nasta and pianist Danielle Hahn called upon clarinetist David NeithamerWILLCHANGE bassist Jonathan NazdinWILLCHANGE and pianist Ronald Chiles to join them for performances of works that music historians now recognize as belonging to the &quot;modern&quot; period in music. The ensemble played a suite for violinWILLCHANGE clarinetWILLCHANGE and piano by Darius Milhaud; Stravinsky's famous Soldier's Tale; and a medley of songs by Gershwin and other Broadway composersWILLCHANGE noting that Gershwin and Chester Dale knew each other personally.</p> 
78240856;audio;Conversations with Artists: Jim Dine; <p>Jim DineWILLCHANGE artistWILLCHANGE in conversation with Ruth FineWILLCHANGE curator of special projects in modern artWILLCHANGE National Gallery of Art. Shortly after the opening of the exhibition Graphicstudio: Contemporary Art from the Collaborative Workshop at the University of South FloridaWILLCHANGE Jim Dine discussed his works in the Graphicstudio archive at the National Gallery of Art with Ruth Fine on September 29WILLCHANGE 1991. On view from September 15WILLCHANGE 1991WILLCHANGE to January 5WILLCHANGE 1992WILLCHANGE the exhibition featured 140 works by 24 artistsWILLCHANGE including two sculptures given by Dine from his own collection to complete the archive formed in 1986. Instead of looking back on his well-documented careerWILLCHANGE the conversation also focused on his recent work in printmaking and on a drawings series completed in the dead of night at a European museum.</p> 
78241791;audio;The Unknown Modigliani; <p>Meryle SecrestWILLCHANGE author. In this podcast recorded on June 19WILLCHANGE 2011WILLCHANGE at the National Gallery of ArtWILLCHANGE author Meryle Secrest reveals a portrait of one of the twentieth century's master painters and sculptorsWILLCHANGE Amedeo Modigliani (1884-1920). Secrest is an accomplished biographer of art-world personalities such as Bernard BerensonWILLCHANGE Joseph DuveenWILLCHANGE Salvador DaliWILLCHANGE Kenneth ClarkWILLCHANGE and Frank Lloyd Wright. In her new bookWILLCHANGE Modigliani: A LifeWILLCHANGE Secrest shows to what lengths Modigliani went to hide his tuberculosis and cement his status as a major artist.</p> 
78242995;audio;Conversations with Artists: Roy Lichtenstein; <p>Roy LichtensteinWILLCHANGE artistWILLCHANGE in conversation with Jack CowartWILLCHANGE curator of 20th-century artWILLCHANGE National Gallery of Art; introduction by Ruth FineWILLCHANGE curator of the department of graphic artsWILLCHANGE National Gallery of Art. American artist Roy Lichtenstein appears in conversation with curator Jack Cowart to celebrate the exhibition Gemini G.E.L.: Art and CollaborationWILLCHANGE on view at the National Gallery of Art from November 18WILLCHANGE 1984WILLCHANGE to February 24WILLCHANGE 1985. In this recording from January 27WILLCHANGE 1985WILLCHANGE Lichtenstein discusses some of his 134 prints in the Gemini G.E.L. collection. Gemini G.E.L. (Graphic Edition Limited) is an artists' workshop and publisher of hand-printed limited-edition lithographs. Gemini G.E.L. played a pivotal role in the formation of the Gallery's contemporary collection when Sidney B. Felsen and Stanley GrinsteinWILLCHANGE owners of GeminiWILLCHANGE donated 256 prints and sculpture editions by 22 contemporary American artists working at Gemini G.E.L. of Los Angeles. The archive collection now has more than 1WILLCHANGE200 worksWILLCHANGE establishing the Gallery as a primary research center in the field of contemporary graphic art and edition sculpture.</p> 
78243740;audio;Decoding Baltz's Prototypes; <p>Britt SalvesenWILLCHANGE curator and headWILLCHANGE Wallis Annenberg Photography Department and prints and drawings departmentWILLCHANGE Los Angeles County Museum of Art. In his Prototypes series of photographsWILLCHANGE Lewis Baltz represented the built environment of the 1960s and 1970s. He critiqued modernist aspirations while examining commercial realities. In this lecture recorded on June 5WILLCHANGE 2011WILLCHANGE at the National Gallery of ArtWILLCHANGE Britt Salvesen examines Baltz's work and several different visual sources available to himWILLCHANGE from the Case Study houses as photographed by Julius Shulman to minimalist painting and sculptureWILLCHANGE to Ed Ruscha and New Topographics. This lecture was presented in conjunction with the Gallery's exhibition Lewis Baltz: Prototypes/Ronde de NuitWILLCHANGE on view until July 31WILLCHANGE 2011.</p> 
78245136;audio;Conversations with Artists: Claes Oldenburg and Coosje van Bruggen; <p>Claes Oldenburg and Coosje van BruggenWILLCHANGE artistsWILLCHANGE in conversation with Germano CelantWILLCHANGE senior curator of contemporary artWILLCHANGE Solomon R. Guggenheim Museum; introduction by Marla PratherWILLCHANGE associate curator of 20th-century artWILLCHANGE National Gallery of Art. Claes Oldenberg (born 1929) and Coosje van Bruggen (1942-2009) transform familiar objects through their sculptures and give them a new reality filled with mysteryWILLCHANGE humorWILLCHANGE and sensuality. Gemano CelantWILLCHANGE organizing curator of the travelling exhibition Claes Oldenburg: An AnthologyWILLCHANGE on view at the Gallery from February 12 to May 7WILLCHANGE 1995WILLCHANGE joins the artists in this lecture. In this recording from March 5WILLCHANGE 1995WILLCHANGE the trio discuss the art in the exhibition—the first survey of their art since 1969—and how it offers a sense of interaction unlike anything else in a museum.</p> 
78257788;audio;Elson Lecture 2005: Andy Goldsworthy; <p>Andy GoldsworthyWILLCHANGE artist. Two weeks after finishing his site-specific installationWILLCHANGE RoofWILLCHANGE on the Ground Level of the East Building of the National Gallery of ArtWILLCHANGE British artist Andy Goldsworthy returned to the Gallery to present the Elson Lecture on March 17WILLCHANGE 2005. His lecture describes the working process involved for his concurrent exhibitions The Andy Goldsworthy Project and Andy Goldsworthy: RoofWILLCHANGE which first showed the permanent sculpture of nine stacked slate domesWILLCHANGE completed over the course of nine weeks in the winter of 2004-2005. Goldsworthy notes that the installation required him to stay in one place longer than he had in nearly 20 years. As an artist who uses natural materials to create both ephemeral work in landscapes and permanent sculpturesWILLCHANGE Goldsworthy explains his interest in change and the value of returning to the same place to get deeper and deeper into it.</p> 
78263115;audio; Elson Lecture 2000: Wayne Thiebaud: The Painted World  ; <p>Wayne ThiebaudWILLCHANGE artist. American artist and teacher Wayne Thiebaud discusses the important differences between &quot;painting&quot; and &quot;art&quot; in this podcast recorded on March 1WILLCHANGE 2000WILLCHANGE at the National Gallery of Art. This lecture was held in conjunction with the exhibition Twentieth-Century American Art: The Ebsworth CollectionWILLCHANGE on view at the Gallery from March 5 through June 11WILLCHANGE 2000WILLCHANGE which featured Thiebaud's Bakery Counter (1962). Emblematic of his signature commentary on mass cultureWILLCHANGE Bakery Counter compliments the Gallery's own Cakes (1963)WILLCHANGE purchased as a gift to commemorate the Gallery's 50th anniversary in 1991.</p> 
78264468;audio;Meeting Metsu: ANOTHER Dutch Master; <p>Arthur K. Wheelock Jr.WILLCHANGE curator of northern baroque paintingsWILLCHANGE National Gallery of Art; Pieter RoelofsWILLCHANGE curator of 17th-century paintingsWILLCHANGE Rijksmuseum; and Adriaan E. WaiboerWILLCHANGE curator of northern European artWILLCHANGE National Gallery of Ireland. Curators Arthur WheelockWILLCHANGE Pieter RoelofsWILLCHANGE and Adriaan E. Waiboer discuss the paintings of Dutch artist Gabriel Metsu. A contemporary of Johannes VermeerWILLCHANGE Metsu had the ability to capture ordinary moments in 17th-century Dutch life with sensitivity and realism. Recorded on April 22WILLCHANGE 2011WILLCHANGE this lecture was held in conjunction with the exhibition Gabriel MetsuWILLCHANGE 1629-1667WILLCHANGE on view at the National Gallery of Art from April 10 to July 24WILLCHANGE 2011</p> 
78267456;audio;Elson Lecture 1999: Ellsworth Kelly; <p>Ellsworth KellyWILLCHANGE artistWILLCHANGE in conversation with Marla PratherWILLCHANGE curator and head of the department of 20th-century artWILLCHANGE National Gallery of Art. Contemporary artist Ellsworth Kelly joins curator Marla Prather in this podcast recorded on April 21WILLCHANGE 1999WILLCHANGE at the National Gallery of Art. Spanning more than 60 yearsWILLCHANGE Kelly's career has shown commitment to abstraction and humanism. His intuitive ability to merge spaceWILLCHANGE colorWILLCHANGE and shape has positioned him as one of the leading post-war American artists working today. The Gallery has more than 200 works by Kelly in its collection including paintingsWILLCHANGE printsWILLCHANGE and sculptures. Kelly's Stele II was one of the 17 major works to be included in the Gallery's Sculpture Garden when it first opened a month after this Elson Lecture program.</p> 
78268790;audio;Calling the Earth to Witness: Paul Gauguin in the Marquesas; June HargroveWILLCHANGE professor of 19th-century European painting and sculptureWILLCHANGE University of Maryland at College Park. Professor June Hargrove discusses artist Paul Gauguin's struggle in the final months of his lifeWILLCHANGE after moving to the Marquesas IslandsWILLCHANGE to show the world his contributions to the creative process. Recorded on May 15WILLCHANGE 2011WILLCHANGE and held in conjunction with the exhibition Gauguin: Maker of MythWILLCHANGE this lecture examines the paintings from 1902 and attests thatWILLCHANGE for all his talk of savagery and cannibalismWILLCHANGE Gauguin created some of his most serene masterpieces during this time.  ;4055.0;en;https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/hargrove-gauguin-marquesas.jpg;https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78268790&download=true;https://api.soundcloud.com/tracks/78268790/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P; gauguinWILLCHANGE mythWILLCHANGE hargroveWILLCHANGE marquesas  ; ngaweb:audio-video/audioWILLCHANGEngaweb:audio-video/historianWILLCHANGEngaweb:audio-video/exhibitionWILLCHANGEngaweb:audio-video/podcast-audioWILLCHANGEngaweb:constituents/1/3/3/0/Constituent_1330  ;https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/hargrove-gauguin-marquesas.jpg;2011-05-15 00:00:00-04;2011-05-31 00:00:00-04;2014-05-23 11:38:23-04 
78271071;audio;Introduction to the Exhibition—Gauguin: Maker of Myth; <p>Mary MortonWILLCHANGE curator and head of the department of French paintingsWILLCHANGE National Gallery of ArtWILLCHANGE and Belinda ThomsonWILLCHANGE guest curator. Exhibition curators Mary Morton and Belinda Thomson mark the opening of the exhibition <i>Gauguin: Maker of Myth</i> in this lecture recorded February 27WILLCHANGE 2011. On view at the National Gallery of Art from February 27 to June 5WILLCHANGE 2011WILLCHANGE the exhibition features nearly 120 works by Gauguin. Organized by Tate ModernWILLCHANGE LondonWILLCHANGE in association with the GalleryWILLCHANGE the exhibition is the first major look at the artist's oeuvre at the Gallery since the blockbuster retrospective <i>The Art of Paul Gauguin </i>in 1988.</p> 
78275574;audio;Elson Lecture 2011: Terry Winters: Notes on Painting ; <p>Terry WintersWILLCHANGE artist. A prodigious painterWILLCHANGE draftsmanWILLCHANGE and printmakerWILLCHANGE Terry Winters has pushed the boundaries of modern art while he has maintained a keen sense of its history and craft. In this podcast recorded on April 14WILLCHANGE 2011WILLCHANGE for the Elson Lecture Series at the National Gallery of ArtWILLCHANGE Winters explains his use of the &quot;low-techWILLCHANGE shape-shifting capabilities&quot; of paintWILLCHANGE as he puts itWILLCHANGE to engage the complex experience of a high-tech world. The Gallery owns two important paintings by Winters: <i>Bitumen</i> (1986) and <i>Composition</i> (1991).</p> 
78284039;audio;Conversations with Artists: Jim Dine ; <p>Jim DineWILLCHANGE artistWILLCHANGE in conversation with&nbsp;Ruth FineWILLCHANGE curator of special projects in modern artWILLCHANGE National Gallery of Art. Marking the opening of the Drawings of Jim Dine exhibition on March 21WILLCHANGE 2004WILLCHANGE Dine discussed his career and work with exhibition curator Judith Brodie at the National Gallery of Art. The artist has embraced drawing since the 1970s and is considered one of America's greatest living draftsmen. His images of toolsWILLCHANGE self-portraitsWILLCHANGE and studies from nature and after antiquity are among the most accomplished and beautiful drawings of our time.</p> 
78287057;audio;The Rodin Touch;  David J. GetsyWILLCHANGE Goldabelle McComb Finn Distinguished Professor of Art HistoryWILLCHANGE School of the Art Institute of Chicago. Rodin's touch grew to be infamousWILLCHANGE infecting each of the sculptures he created and becoming the metaphor for his famously eroticized persona. David GetsyWILLCHANGE author of Rodin: Sex and the Making of Modern SculptureWILLCHANGE joins us for this podcastWILLCHANGE recorded on March 20WILLCHANGE 2011WILLCHANGE at the National Gallery of Art. He examines Rodin's material practices and demonstrates how the artist's persona was disseminated through them. Getsy also discusses unexpected and contradictory traces of the legendary Rodin touch in his often-overlooked marble sculptures of the 20th century.  ;3591.0;en;https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/getsy-rodin-touch.jpg;https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F78287057&download=true;https://api.soundcloud.com/tracks/78287057/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P; getsyWILLCHANGE rodinWILLCHANGE sculptureWILLCHANGE sexWILLCHANGE marble  ; ngaweb:audio-video/audioWILLCHANGEngaweb:audio-video/authorWILLCHANGEngaweb:audio-video/historianWILLCHANGEngaweb:audio-video/podcast-audioWILLCHANGEngaweb:constituents/2/2/5/1/Constituent_2251  ;https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/getsy-rodin-touch.jpg;2011-03-20 00:00:00-04;2011-05-10 00:00:00-04;2014-05-23 11:22:41-04 
78293210;audio;Conversations with Artists: Wayne Thiebaud; <p>Wayne ThiebaudWILLCHANGE artistWILLCHANGE in conversation with Kathan BrownWILLCHANGE presidentWILLCHANGE Crown Point PressWILLCHANGE and Ruth FineWILLCHANGE curator of modern prints and drawingsWILLCHANGE National Gallery of Art. In this podcast recorded on June 8WILLCHANGE 1997WILLCHANGE to celebrate the opening of the Gallery's Thirty-Five Years at Crown Point Press exhibitionWILLCHANGE artist Wayne Thiebaud discusses his career with Kathan BrownWILLCHANGE president of Crown Point PressWILLCHANGE and curator Ruth Fine of the National Gallery of Art. The conversation focuses on Theibaud's printsWILLCHANGE which feature themes that also appear in his paintings and drawings. These works depict a wide variety of sumptuous foodstuffs as well as the colorful California landscape.</p> 
78298014;audio;Elson Lecture 1996: Elizabeth Murray; <p>Elizabeth MurrayWILLCHANGE artistWILLCHANGE in conversation with Marla PratherWILLCHANGE curator and head of the department of 20th century artWILLCHANGE National Gallery of Art. Elizabeth Murray (1940-2007) is one of the few artists to be credited with both rehabilitating the abstract movement and bringing new energy to figuration. Her sculpted canvases blur the line between the painting as an object and the painting as a space for depicting objects. In this podcast recorded on October 9WILLCHANGE 1996WILLCHANGE at the National Gallery of ArtWILLCHANGE Murray discusses her personal connection to painting with curator Marla Prather and how being a woman in a field generally dominated by men has influenced her work.</p> 
78298298;audio; The Vogel Collection StoryWILLCHANGE The Fifty Works for Fifty States Project: Two Years Later  ; <p>Ruth FineWILLCHANGE curator of special projects in modern artWILLCHANGE National Gallery of ArtWILLCHANGE and collectors Dorothy and Herbert Vogel Dorothy and Herbert Vogel have amassed one of the greatest collections of minimalWILLCHANGE conceptualWILLCHANGE and post-minimal art in the worldWILLCHANGE acquiring works by some of the most important contemporary artists of our time. Curator Ruth Fine spoke with the Vogels two years after they announced <i>The Dorothy and Herbert Vogel Collection: Fifty Works for Fifty States</i> projectWILLCHANGE which distributed their vast collection across the country for all to enjoy. In this podcastWILLCHANGE the Vogels relate stories from the recipient museums and their special exhibitions celebrating the gifts.</p> 
78299429;audio;Elson Lecture 1995: Claes Oldenburg and Coosje van Bruggen; <p>Claes Oldenburg and Coosje van BruggenWILLCHANGE artists. Working in collaboration since 1976WILLCHANGE husband and wife artists Claes Oldenburg and Coosje van Bruggen (1942-2009) redefined the nature of outdoor sculpture in public spaces. In this podcast recorded on October 12WILLCHANGE 1995WILLCHANGE at the National Gallery of ArtWILLCHANGE Oldenburg and Van Bruggen discuss the design and installation of their larger-than-life sculptures. These works have been installed all over the world and have become iconic images of large-scale public art. This program was presented in conjunction with the traveling exhibition <i>Claes Oldenburg: An Anthology</i>WILLCHANGE which was on view at the Gallery from February 12 to May 7WILLCHANGE 1995.</p> 
78300391;audio;Elson Lecture 1994: Roy Lichtenstein and Robert Rosenblum; <p>Roy LichtensteinWILLCHANGE artistWILLCHANGE in conversation with Robert RosenblumWILLCHANGE professor of art historyWILLCHANGE Institute of Fine ArtsWILLCHANGE New York UniversityWILLCHANGE and the Stephen and Nan Swid Curator of 20th-Century ArtWILLCHANGE Solomon R. Guggenheim MuseumWILLCHANGE New York American artist Roy Lichtenstein (1923-1997) appears in conversation with art historian and curator Robert Rosenblum in this podcast recorded on October 26WILLCHANGE 1994WILLCHANGE at the National Gallery of Art. Lichtenstein discusses his career and life as an artistWILLCHANGE and the impact that his art has had on popular culture. Rosenblum notes that Lichtenstein turned the popular into the elite and that the popularWILLCHANGE in turnWILLCHANGE turned Lichtenstein into the popular. This program coincided with the traveling exhibition The Prints of Roy LichtensteinWILLCHANGE the first comprehensive survey of the artist's prints in more than two decadesWILLCHANGE which was on view at the Gallery from October 30WILLCHANGE 1994WILLCHANGE to January 8WILLCHANGE 1995.</p> 
78301511;audio;Elson Lecture 1993: Frank Stella; <p>Frank StellaWILLCHANGE artist. In this podcast recorded on October 27WILLCHANGE 1993WILLCHANGE at the National Gallery of ArtWILLCHANGE leading contemporary artist Frank Stella delivers the first annual Elson Lecture. Regarded as one of the foremost postwar American artistsWILLCHANGE Stella has pursued his career over five decadesWILLCHANGE creating printsWILLCHANGE sculptureWILLCHANGE and works on canvas. Stella discusses the current state of painting and how his own creative process is influenced by inspirational lessons from art of the past. The Gallery owns more than 140 works by StellaWILLCHANGE including eight major paintings.</p> 
78303012;audio;Introduction to the Exhibition—Venice: Canaletto and His Rivals; <p>Charles BeddingtonWILLCHANGE guest curator. Canaletto expert Charles Beddington marks the opening day of the exhibition Venice: Canaletto and His Rivals in this lecture recorded February 20WILLCHANGE 2011. On view at the National Gallery of Art from February 20 to May 30WILLCHANGE 2011WILLCHANGE the exhibition features 20 of Canaletto's finest paintings of Venice alongside 33 paintings by his most important contemporariesWILLCHANGE including Michele MarieschiWILLCHANGE Francesco GuardiWILLCHANGE and Bernardo Bellotto. Beddington explains that the exhibition is unique for revealing the rivalry between the artists by these side-by-side comparisons.</p> 
78304119;audio;Gauguin: Maker of Myth; <p>Mary MortonWILLCHANGE curator of French paintingsWILLCHANGE National Gallery of ArtWILLCHANGE and Belinda ThomsonWILLCHANGE exhibition guest curator. On the occasion of the exhibition Gauguin: Maker of MythWILLCHANGE Morton and Thomson discuss Gauguin's talent for storytelling across media through his remarkable works of Brittany and the islands of the South Seas.</p> 
